ENTRYNUMBER,OBJECTNAME                         ,OBJECTTYPE        ,SERVERCONTROLCENTERREF,DOMAINNAMEREF,DATASETNAMEREF,STATUSPOINTREF,ANALOGPOINTREF,ACCUMPOINTREF,CMEPOINTREF,INTERPRETA,MAN,VCCACCESSSETREF,SEQ
26300,DMS_SATICOY_MIDLE_RD_MVAR          ,RealQ             ,1,             ,25,              ,64339,             ,           ,          ,   ,               ,
26307,DMS_SATICOY_NO1_16KV_CAP_CB        ,StateQ            ,1,             ,25,58444,              ,             ,           ,          ,   ,               ,
26308,DMS_SATICOY_NO1_16KV_CAP_CNTL      ,StateQ            ,1,             ,25,58428,              ,             ,           ,          ,   ,               ,
26301,DMS_SATICOY_NO2_BK_MVAR            ,RealQ             ,1,             ,25,              ,64311,             ,           ,          ,   ,               ,
26302,DMS_SATICOY_NO2_BK_MW              ,RealQ             ,1,             ,25,              ,64310,             ,           ,          ,   ,               ,
26303,DMS_SATICOY_NO4_BK_MVAR            ,RealQ             ,1,             ,25,              ,64306,             ,           ,          ,   ,               ,
26304,DMS_SATICOY_NO4_BK_MW              ,RealQ             ,1,             ,25,              ,64305,             ,           ,          ,   ,               ,
26305,DMS_SATICOY_SEXTON_MVAR            ,RealQ             ,1,             ,25,              ,64324,             ,           ,          ,   ,               ,
26306,DMS_SATICOY_VINEYARD_MVAR          ,RealQ             ,1,             ,25,              ,64344,             ,           ,          ,   ,               ,
26309,DMS_SIGNALH_12KV_BUS_VOLT          ,RealQ             ,1,             ,25,              ,102748,             ,           ,          ,   ,               ,
26310,DMS_SIGNALH_CITIZEN_MVAR           ,RealQ             ,1,             ,25,              ,102792,             ,           ,          ,   ,               ,
26311,DMS_SIGNALH_MONTANA_MVAR           ,RealQ             ,1,             ,25,              ,102772,             ,           ,          ,   ,               ,
26312,DMS_SIGNALH_NO1_BK_MVAR            ,RealQ             ,1,             ,25,              ,102751,             ,           ,          ,   ,               ,
26313,DMS_SIGNALH_NO1_BK_MW              ,RealQ             ,1,             ,25,              ,102750,             ,           ,          ,   ,               ,
26317,DMS_SIGNALH_NO1_CAP_BK_AUTO        ,StateQ            ,1,             ,25,109402,              ,             ,           ,          ,   ,               ,
26316,DMS_SIGNALH_NO1_CAP_BK_CB          ,StateQ            ,1,             ,25,109418,              ,             ,           ,          ,   ,               ,
26314,DMS_SIGNALH_SPRING_MVAR            ,RealQ             ,1,             ,25,              ,102782,             ,           ,          ,   ,               ,
26315,DMS_SIGNALH_WALRUS_MVAR            ,RealQ             ,1,             ,25,              ,102787,             ,           ,          ,   ,               ,
26318,DMS_SOMERSET_12KV_BUS_VOLT         ,RealQ             ,1,             ,25,              ,110638,             ,           ,          ,   ,               ,
26319,DMS_SOMERSET_CANDLE_MVAR           ,RealQ             ,1,             ,25,              ,110656,             ,           ,          ,   ,               ,
26320,DMS_SOMERSET_COYOTE_MVAR           ,RealQ             ,1,             ,25,              ,110667,             ,           ,          ,   ,               ,
26321,DMS_SOMERSET_LARRY_MVAR            ,RealQ             ,1,             ,25,              ,110672,             ,           ,          ,   ,               ,
26322,DMS_SOMERSET_MAPLEWOOD_MVAR        ,RealQ             ,1,             ,25,              ,110682,             ,           ,          ,   ,               ,
26323,DMS_SOMERSET_MARTY_MVAR            ,RealQ             ,1,             ,25,              ,110651,             ,           ,          ,   ,               ,
26324,DMS_SOMERSET_NO1_BK_KV_BC          ,RealQ             ,1,             ,25,              ,110607,             ,           ,          ,   ,               ,
26325,DMS_SOMERSET_NO1_BK_MVAR           ,RealQ             ,1,             ,25,              ,110605,             ,           ,          ,   ,               ,
26326,DMS_SOMERSET_NO1_BK_MW             ,RealQ             ,1,             ,25,              ,110604,             ,           ,          ,   ,               ,
26328,DMS_SOMERSET_NO1_CAPS_CB           ,StateQ            ,1,             ,25,127822,              ,             ,           ,          ,   ,               ,
26329,DMS_SOMERSET_NO1_CAPS_CONT         ,StateQ            ,1,             ,25,127824,              ,             ,           ,          ,   ,               ,
26330,DMS_SOMERSET_NO1_CAPS_LO_RST       ,StateQ            ,1,             ,25,127823,              ,             ,           ,          ,   ,               ,
26327,DMS_SOMERSET_SAWYER_MVAR           ,RealQ             ,1,             ,25,              ,110677,             ,           ,          ,   ,               ,
26331,DMS_SOMIS_16KV_BUS_VOLT            ,RealQ             ,1,             ,25,              ,64207,             ,           ,          ,   ,               ,
26340,DMS_SOMIS_16KV_CAP_CNTL            ,StateQ            ,1,             ,25,58266,              ,             ,           ,          ,   ,               ,
26332,DMS_SOMIS_16KV_NBUS_VOLT           ,RealQ             ,1,             ,25,              ,64206,             ,           ,          ,   ,               ,
26333,DMS_SOMIS_CLEMSON_MVAR             ,RealQ             ,1,             ,25,              ,64195,             ,           ,          ,   ,               ,
26334,DMS_SOMIS_DONLON_MVAR              ,RealQ             ,1,             ,25,              ,64200,             ,           ,          ,   ,               ,
26335,DMS_SOMIS_ESTABAN_MVAR             ,RealQ             ,1,             ,25,              ,64190,             ,           ,          ,   ,               ,
26336,DMS_SOMIS_NO1_BK_MVAR              ,RealQ             ,1,             ,25,              ,64180,             ,           ,          ,   ,               ,
26337,DMS_SOMIS_NO1_BK_MW                ,RealQ             ,1,             ,25,              ,64179,             ,           ,          ,   ,               ,
26341,DMS_SOMIS_NO1_CAP_CB               ,StateQ            ,1,             ,25,58250,              ,             ,           ,          ,   ,               ,
26338,DMS_SOMIS_RAINBOW_MVAR             ,RealQ             ,1,             ,25,              ,64185,             ,           ,          ,   ,               ,
26339,DMS_SOMIS_SEMINARY_MVAR            ,RealQ             ,1,             ,25,              ,64205,             ,           ,          ,   ,               ,
26342,DMS_TAPIA_16KV_BUS_AVE_KV          ,RealQ             ,1,             ,25,              ,66267,             ,           ,          ,   ,               ,
26343,DMS_TAPIA_16KV_EBUS_VOLT           ,RealQ             ,1,             ,25,              ,64476,             ,           ,          ,   ,               ,
26344,DMS_TAPIA_16KV_WBUS_VOLT           ,RealQ             ,1,             ,25,              ,64477,             ,           ,          ,   ,               ,
26350,DMS_TAPIA_1_16K_CAP_CNTL           ,StateQ            ,1,             ,25,58657,              ,             ,           ,          ,   ,               ,
26345,DMS_TAPIA_NICHOLAS_MVAR            ,RealQ             ,1,             ,25,              ,64493,             ,           ,          ,   ,               ,
26351,DMS_TAPIA_NO1_16KV_CAP_LOCK_OUT    ,StateQ            ,1,             ,25,58621,              ,             ,           ,          ,   ,               ,
26352,DMS_TAPIA_NO1_16KV_CAP_SW_CB       ,StateQ            ,1,             ,25,58654,              ,             ,           ,          ,   ,               ,
26346,DMS_TAPIA_NO1_BK_MVAR              ,RealQ             ,1,             ,25,              ,64484,             ,           ,          ,   ,               ,
26347,DMS_TAPIA_NO1_BK_MW                ,RealQ             ,1,             ,25,              ,64483,             ,           ,          ,   ,               ,
26348,DMS_TAPIA_SEABOARD_MVAR            ,RealQ             ,1,             ,25,              ,64504,             ,           ,          ,   ,               ,
26349,DMS_TAPIA_TUNA_MVAR                ,RealQ             ,1,             ,25,              ,64498,             ,           ,          ,   ,               ,
24322,DMS_ALHAMB_NO2_BK_MW               ,RealQ             ,1,             ,16,              ,128533,             ,           ,          ,   ,               ,
24334,DMS_ALHAMB_NO2_CAPS_CB             ,StateQ            ,1,             ,16,199155,              ,             ,           ,          ,   ,               ,
24335,DMS_ALHAMB_NO2_CAPS_CONT           ,StateQ            ,1,             ,16,199157,              ,             ,           ,          ,   ,               ,
24323,DMS_ALHAMB_NO2_CAPS_KV             ,RealQ             ,1,             ,16,              ,128699,             ,           ,          ,   ,               ,
24336,DMS_ALHAMB_NO2_CAPS_LO_RSET        ,StateQ            ,1,             ,16,199156,              ,             ,           ,          ,   ,               ,
24337,DMS_ALHAMB_NO3_CAPS_CB             ,StateQ            ,1,             ,16,272372,              ,             ,           ,          ,   ,               ,
24338,DMS_ALHAMB_NO3_CAPS_CONT           ,StateQ            ,1,             ,16,272374,              ,             ,           ,          ,   ,               ,
24324,DMS_ALHAMB_NO3_CAPS_KV             ,RealQ             ,1,             ,16,              ,218952,             ,           ,          ,   ,               ,
24339,DMS_ALHAMB_NO3_CAPS_LO_RSET        ,StateQ            ,1,             ,16,272373,              ,             ,           ,          ,   ,               ,
24340,DMS_ALHAMB_NO4_CAPS_CB             ,StateQ            ,1,             ,16,272379,              ,             ,           ,          ,   ,               ,
24341,DMS_ALHAMB_NO4_CAPS_CONT           ,StateQ            ,1,             ,16,272381,              ,             ,           ,          ,   ,               ,
24325,DMS_ALHAMB_NO4_CAPS_KV             ,RealQ             ,1,             ,16,              ,218956,             ,           ,          ,   ,               ,
24342,DMS_ALHAMB_NO4_CAPS_LO_RSET        ,StateQ            ,1,             ,16,272380,              ,             ,           ,          ,   ,               ,
24326,DMS_ALHAMB_ST_CHARLES_MVAR         ,RealQ             ,1,             ,16,              ,128612,             ,           ,          ,   ,               ,
24327,DMS_ALHAMB_TAKNING_MVAR            ,RealQ             ,1,             ,16,              ,128592,             ,           ,          ,   ,               ,
24328,DMS_ALHAMB_TEST_MVAR               ,RealQ             ,1,             ,16,              ,128582,             ,           ,          ,   ,               ,
24330,DMS_ALHAMB_TRIUMPH_MVAR            ,RealQ             ,1,             ,16,              ,218947,             ,           ,          ,   ,               ,
